Id,jobTitle,companyName,postedDate,numOfApplicants,sizeOfEmployee,seniorityLevel,employmentType,jobFunction,companyIndustry
870,Software Engineer,Pensieve,Posted 1 month ago,4 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
871,Software Engineer (JK),Senja,Posted 1 month ago,4 applicants,,Mid-Senior level,Full-time,"['Information Technology', 'Engineering']","['Information Technology & Services', 'Computer Software', 'Internet']"
872,System Engineer,PT. Global Infotech Solutions,Posted 3 weeks ago,5 applicants,,,Full-time,Engineering,Information Technology & Services
873,System Engineer,PT. Wahana Pembayaran Digital,Posted 1 week ago,3 applicants,,Entry level,Full-time,Information Technology,"['Internet', 'Banking', 'Financial Services']"
874,Usability Research Engineer (Human Factors),General Motors,Posted 3 days ago,3 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']",
875,Lowongan Software Engineer - Tibco,PT Lintas Teknologi Indonesia,Posted 1 week ago,13 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']",Telecommunications
876,System Engineer,PT Astra Graphia Information Technology,Posted 1 month ago,28 applicants,,Entry level,Full-time,Information Technology,Information Technology & Services
877,Software Engineer (Online test),PT Five Jack (Itemku),Posted 2 weeks ago,1 applicant,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
878,Software Engineer,Pensieve Technology,Posted 1 week ago,1 applicant,,Entry level,Full-time,"['Engineering', 'Information Technology']",
879,Junior Software Engineer,Fundnel Teknologies,Posted 1 month ago,20 applicants,,Mid-Senior level,Full-time,"['Information Technology', 'Engineering']",Financial Services
880,Software Engineer,Pt Putra Mandiri Informatika,Posted 3 weeks ago,4 applicants,,Associate,Full-time,"['Information Technology', 'Engineering']",
881,Software Engineer,SPIN,Posted 1 month ago,3 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
882,Front-End Software Engineer,Avance Venture Lab,Posted 1 week ago,15 applicants,,,Full-time,"['Information Technology', 'Engineering']",Computer Software
883,Lowongan System Engineer (Network Engineer),PT Primacom Interbuana,Posted 2 weeks ago,50 applicants,,Entry level,Full-time,Information Technology,Telecommunications
884,Lowongan Cyber Security Engineer,PT Lintas Teknologi Indonesia,Posted 1 week ago,38 applicants,,Entry level,Full-time,Other,Telecommunications
885,Lowongan System Engineer,PT Sentra Vidya Utama,Posted 2 weeks ago,17 applicants,,Entry level,Full-time,Information Technology,Management Consulting
886,Software Engineer (Backend),Mindtera,Posted 2 days ago,6 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
887,Software Engineer,Mekari (PT. Mid Solusi Nusantara),Posted 1 month ago,7 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
888,Software Engineer,PT. Wuxi iData Indonesia,Posted 4 weeks ago,3 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']",
889,Mobile Engineer - Jakarta,Aruna,Posted 2 days ago,2 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']",
890,System Engineer (MIMIX),PT. Jasa Teknologi Informasi IBM,Posted 1 month ago,5 applicants,,Entry level,Contract,Information Technology,"['Information Technology & Services', 'Computer Software', 'Computer Networking']"
891,MS Services Engineer (L2),NTT,Posted 18 hours ago,0 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Telecommunications']"
892,Software Engineer,Pt Arranet Indonesia Sejahtera,Posted 3 weeks ago,1 applicant,,Associate,Full-time,"['Information Technology', 'Engineering']",Information Technology & Services
893,System Engineer,Aneka Spring Telekomindo (ASTEL Group) PT,Posted 5 months ago,9 applicants,,Entry level,Full-time,Information Technology,"['Computer Hardware', 'Computer Software', 'Computer Networking']"
894,Software Engineer Support,Advotics,Posted 2 weeks ago,1 applicant,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
895,Backend Developer,PT Perintis Teknologi Nusantara,Posted 3 weeks ago,3 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']",
896,Software Engineer - Android,General Motors,Posted 3 days ago,1 applicant,,Entry level,Full-time,"['Engineering', 'Information Technology']",
897,MS Services Engineer (L2),NTT Ltd.,Posted 18 hours ago,0 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Financial Services']"
898,Software Engineer Intern,Advotics,Posted 2 days ago,5 applicants,,Internship,Internship,"['Education', 'Training']","['Information Technology & Services', 'Computer Software', 'Internet']"
899,Software Engineer,PT Inti Digital Logistik,Posted 1 month ago,6 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
900,Software Engineer (Bandung),Dropsuite,Posted 1 month ago,22 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
901,Software Engineer,Srw&co.,Posted 8 hours ago,1 applicant,,Mid-Senior level,Full-time,"['Information Technology', 'Engineering']",Management Consulting
902,Software Developer Engineer 3,SayurBox,Posted 1 month ago,10 applicants,,Associate,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
903,Software Developer / Software Engineer,Hacktiv8,Posted 6 days ago,5 applicants,,Mid-Senior level,Full-time,Other,Education Management
904,Software Engineer,Sinbad,Posted 1 month ago,4 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
905,Managed Services Engineer,NTT Ltd.,Posted 3 weeks ago,0 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Financial Services']"
906,Software Engineer - Fullstack,99.co,Posted 1 month ago,13 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Marketing & Advertising', 'Computer Software', 'Internet']"
907,Back-End Software Engineer,Avance Venture Lab,Posted 1 week ago,7 applicants,,,Full-time,"['Information Technology', 'Engineering']",Computer Software
908,Backend Software Engineer,NOBI,Posted 2 days ago,5 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']",
909,IT / ERP System Engineer - Automotive Industry,Flintex Consulting Pte Ltd,Posted 2 weeks ago,21 applicants,,Associate,Full-time,Information Technology,"['Electrical & Electronic Manufacturing', 'Logistics & Supply Chain', 'Automotive']"
910,Internship Program: Software Engineer,Mekari (PT. Mid Solusi Nusantara),Posted 1 month ago,94 applicants,,Internship,Internship,"['Education', 'Training']","['Information Technology & Services', 'Computer Software', 'Internet']"
911,Software Engineer Manager,Pt. Trawlbens Teknologi Anak Indonesia,Posted 1 month ago,5 applicants,,Mid-Senior level,Full-time,Production,"['Information Technology & Services', 'Computer Software', 'Media Production']"
912,Associate Software Engineer,Synpulse,Posted 3 days ago,0 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']",Human Resources
913,Software Engineer Intern,Moutar,Posted 6 days ago,15 applicants,,,Internship,"['Information Technology', 'Engineering']",Logistics & Supply Chain
914,"Software Engineer (Java), Indonesia",iZeno,Posted 1 month ago,0 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']",Information Technology & Services
915,Software Engineer - Backend,Loket,Posted 1 month ago,11 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
916,Full Stack Engineer (Back-end focused),BFI Technologies,Posted 1 month ago,6 applicants,,Entry level,Full-time,"['Information Technology', 'Engineering']",Information Technology & Services
917,"Software Engineer (Java), Indonesia",iZeno,Posted 2 weeks ago,1 applicant,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Management Consulting']"
918,Managed Services Engineer,NTT,Posted 1 month ago,0 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Telecommunications']"
919,Software Engineer - Front End,Sinbad,Posted 1 week ago,0 applicants,,Mid-Senior level,Full-time,"['Information Technology', 'Engineering']",Logistics & Supply Chain
920,Java Software Engineer,Rekrutmen NET FRISIAN,Posted 2 weeks ago,7 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']",
921,Software Engineer,SwiftX Solutions Pte Ltd,Posted 4 weeks ago,14 applicants,,,Full-time,"['Information Technology', 'Engineering']","['Information Technology & Services', 'Computer Software', 'Information Services']"
922,Software Engineer,EMEW Labs Pte.Ltd Singapore,Posted 1 month ago,0 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
923,IT System Engineer,Talenta Sumber Daya Manusia PT,Posted 5 months ago,8 applicants,,Entry level,Full-time,Information Technology,Consumer Services
924,Associate Software Engineer,PT Beon Intermedia,Posted 8 hours ago,2 applicants,,Associate,Full-time,"['Information Technology', 'Engineering']",Information Technology & Services
925,Full Stack Developer,OKHOME,Posted 1 month ago,2 applicants,,Associate,Full-time,"['Information Technology', 'Engineering']",Consumer Services
926,Software Engineer Intern - Jakarta,Advotics,Posted 18 hours ago,7 applicants,,Internship,Internship,"['Education', 'Training']","['Information Technology & Services', 'Computer Software', 'Internet']"
927,Software Engineer,EMEW Labs Pte.Ltd Singapore,Posted 1 month ago,0 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
928,Software Engineer,Emew Labs Pte.ltd Singapore,Posted 2 months ago,0 applicants,,Associate,Full-time,"['Information Technology', 'Engineering']",Computer Software
929,Software Engineer (Internship),Hukumonline,Posted 1 month ago,48 applicants,,Internship,Internship,"['Education', 'Training']","['Information Technology & Services', 'Computer Software', 'Internet']"
930,Software Engineer (Senior),Chatbiz.id,Posted 3 months ago,1 applicant,,,Full-time,"['Information Technology', 'Engineering']",Information Technology & Services
931,Software Engineer,Hukumonline,Posted 1 month ago,3 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
932,Software Engineer (Loan Product),NuWorq,Posted 1 week ago,0 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Banking', 'Financial Services']"
933,Software Engineer,PT Geek Seat Indonesia,Posted 1 month ago,17 applicants,,,Full-time,"['Information Technology', 'Engineering']",Information Technology & Services
934,Lead Software Engineer,CrediBook,Posted 1 month ago,3 applicants,,Associate,Full-time,"['Engineering', 'Information Technology']","['Information Technology & Services', 'Computer Software', 'Internet']"
935,Associate Software Engineer,Jagoanhosting,Posted 4 weeks ago,0 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']",Information Technology & Services
936,Software Engineer (BackEnd),Datacell Infomedia PT,Posted 5 months ago,0 applicants,,Entry level,Full-time,"['Engineering', 'Information Technology']","['Computer Hardware', 'Computer Software', 'Computer Networking']"
937,Software Engineer Intern,Ninja Van,Posted 5 days ago,4 applicants,,Internship,Full-time,"['Education', 'Training']",Logistics & Supply Chain
938,【Open】MEP/Site Manager for Datacenter project,Reeracoen Indonesia,Posted 5 days ago,7 applicants,,,Full-time,Other,Construction
